,FIRST,LAST,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,datenbankart,LEBENDIG,AGE
288,Micha632,Cassin499,cbd17237-b9ec-3850-7e7e-18e9628b14c1,1981-09-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-29-2868,S99996090,X40318809X,Mrs.,,Littel644,M,white,nonhispanic,F,Springfield  Massachusetts  US,704 Nienow Light Suite 15,New Bedford,Massachusetts,Bristol County,2748.0,41.59015655590356,-70.88340446494473,31276.48,414.9599999999999,asthma,lebend,42
289,Mario764,Nájera755,7d12c283-5ec0-3161-d0c1-75029ef80797,2004-07-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-19-7628,S99911126,,,,,,white,hispanic,M,Guatemala City  Guatemala  GT,355 Bauch Avenue,Natick,Massachusetts,Middlesex County,,42.33008274619151,-71.37086035168944,436040.0,2789.0,asthma,lebend,19
290,Roselee899,Labadie908,e4a5ce3a-e577-79e5-4da2-da3874257aa1,1982-03-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-23-3331,S99910802,X76577382X,Ms.,,,S,white,nonhispanic,F,Turin  Piedmont  IT,894 Aufderhar View Unit 47,Worcester,Massachusetts,Worcester County,1608.0,42.40864715048557,-71.81987146497447,885530.0,2361.44,asthma,lebend,41
291,Casey401,Schneider199,2b51c0aa-2410-1dd2-3bbd-50204cf1d89a,1988-03-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-24-7018,S99993115,X48880276X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1068 Kunde Extension,Uxbridge,Massachusetts,Worcester County,,42.08461599994844,-71.61770480749074,789690.0,2443.12,asthma,lebend,35
292,Dion244,Reilly981,a0c20c66-857c-576d-1a38-6a7af544a9c8,1986-12-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-36-3781,S99992272,X29009990X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,326 Dibbert Haven,Weymouth,Massachusetts,Norfolk County,,42.19759590063633,-70.97814247359563,860520.0,2513.12,asthma,lebend,37
293,Zackary401,Will178,0c7013d0-a058-23f2-dae0-147685a4ba4a,1985-02-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-11-6171,S99988652,X76564358X,Mr.,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,1029 Sanford Harbor,Rowley,Massachusetts,Essex County,1969.0,42.74451962359159,-70.8403849284336,776100.0,2162.28,asthma,lebend,38
294,Angie214,Wuckert783,c59998c1-6126-e1dc-78c2-ec23a4270b0c,2000-04-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-49-8837,S99965627,X5474361X,Ms.,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,241 Ferry Common,Lynn,Massachusetts,Essex County,1901.0,42.57264223835477,-71.00058203406884,63090.0,2776.48,asthma,lebend,23
295,Louis204,Will178,08facc04-d167-9848-42f9-866b7e3ca359,1987-10-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-52-4129,S99950441,X25212236X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,770 Stroman Common Apt 46,Boxborough,Massachusetts,Middlesex County,,42.53289795558924,-71.47974773205677,720225.0,2108.12,asthma,lebend,36
296,Naida467,Aufderhar910,576da7a3-0952-f3a3-41c1-58b67958b248,1955-07-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-35-3207,S99982293,X43360395X,Mrs.,,Stehr398,M,white,nonhispanic,F,Plainville  Massachusetts  US,561 Lakin Frontage road,Middleborough,Massachusetts,Plymouth County,,41.87654702593234,-70.8212238043532,1565850.0,4503.799999999999,asthma,lebend,68
297,Myron933,Farrell962,9edfcf4a-0e82-5d87-2ead-eb5d058f6b9e,1992-08-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-51-5037,S99939267,X42104614X,Mr.,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,952 Yundt Annex Unit 23,Revere,Massachusetts,Suffolk County,2151.0,42.39166490279707,-70.98617761988616,683430.0,2573.96,asthma,lebend,31
298,Amos720,Mayer370,5713a8b5-ba8a-0778-cedf-81a470623b78,1986-05-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-45-3716,S99978356,X47555372X,Mr.,,,S,white,nonhispanic,M,Boston  Massachusetts  US,709 Borer Village Unit 35,Easton,Massachusetts,Bristol County,,42.064518342947096,-71.10249603443782,792360.0,2302.28,asthma,lebend,37
299,Nanette893,Konopelski743,6dbb2e59-77a5-d8b6-2543-f25e4ba0f35d,1960-03-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-92-5471,S99962045,X66586208X,Mrs.,,Williamson769,M,white,nonhispanic,F,Rehoboth  Massachusetts  US,596 Ritchie Skyway Suite 81,North Andover,Massachusetts,Essex County,,42.72388437455189,-71.07214647860935,34687.2,370.8,asthma,lebend,63
300,Carola944,Romaguera67,1be3bb95-3dec-b3cf-64ab-b8cc67d9a6d2,1968-07-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-63-1895,S99929802,X29617036X,Mrs.,,Kerluke267,M,white,nonhispanic,F,Andover  Massachusetts  US,742 Schroeder Hollow,Hull,Massachusetts,Plymouth County,,42.27360393208388,-70.9194224578297,1134750.0,2874.72,asthma,lebend,55
301,Tracey100,Hudson301,d5ac848c-f0a4-f97a-fb31-ff83b0c53428,1963-02-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-94-2878,S99947256,X3027958X,Mrs.,,Cassin499,M,asian,nonhispanic,F,Arlington  Massachusetts  US,1097 Zulauf Ferry,Cambridge,Massachusetts,Middlesex County,2142.0,42.33592904473814,-71.21446596329206,6070.52,0.0,asthma,lebend,60
302,Nita296,Kilback373,0a5d185e-b76e-dcd7-ba9d-20fbf7e89a24,1951-11-02 00:00:00.000000,2014-05-16 00:00:00.000000,999-14-9665,S99979101,X78079133X,Mrs.,,Hudson301,M,white,nonhispanic,F,Boston  Massachusetts  US,871 Kerluke Promenade,Lee,Massachusetts,Berkshire County,1238.0,42.24768373013513,-73.18791515839632,1356694.92,4482.969999999999,asthma,tod,63
303,Billy698,Batz141,e23dfffc-f417-8248-4434-d91bccdd95c0,1970-08-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-97-6917,S99944958,X66007358X,Mr.,,,M,white,hispanic,M,Brockton  Massachusetts  US,1036 Johnson Gate Unit 47,Worcester,Massachusetts,Worcester County,1545.0,42.22478872286434,-71.74353473133782,1212418.13,3085.56,asthma,lebend,53
304,Bernardine460,Bayer639,08f73df0-be5b-f565-fe18-2ea3b1321183,1962-08-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-23-2041,S99942642,X11274622X,Mrs.,,Rogahn59,M,asian,hispanic,F,Methuen  Massachusetts  US,228 Graham Knoll Apt 7,Boxborough,Massachusetts,Middlesex County,,42.4395884486947,-71.48242896034185,1194580.0,3319.68,asthma,lebend,61
305,Alfred550,Cronin387,f4fbbcff-b9b2-3a32-71f6-3d725dc01845,1961-04-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-95-6616,S99987193,X59405530X,Mr.,,,S,white,nonhispanic,M,Waltham  Massachusetts  US,671 Upton Tunnel,Boston,Massachusetts,Suffolk County,2116.0,42.28747044430818,-71.08970333024051,1505820.0,4108.84,asthma,lebend,62
306,Earline566,Roberts511,b22a01c0-93f5-ebf1-8d1a-7ef99d7ad1b7,1973-06-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-5292,S99910940,X2289363X,Mrs.,,Gorczany269,M,white,nonhispanic,F,Lawrence  Massachusetts  US,1052 Gibson Crossroad Unit 64,Waltham,Massachusetts,Middlesex County,2452.0,42.367830881369095,-71.19708119048796,1030425.0,9175.74,asthma,lebend,50
307,Birdie301,Schultz619,eb3e7166-3608-49df-7ac4-1f550e86a4f3,2018-05-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-77-1619,,,,,,,white,nonhispanic,F,Boston  Massachusetts  US,198 Luettgen Bypass,Boston,Massachusetts,Suffolk County,2151.0,42.39771698479897,-71.04570967558327,60800.0,1291.6,asthma,lebend,5
308,Palmer257,Hamill307,a21effe7-50e5-a827-356c-a7c83053d659,1969-05-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-7686,S99968656,X54109509X,Mr.,,,M,white,nonhispanic,M,Northampton  Massachusetts  US,999 Dooley Harbor,Weymouth,Massachusetts,Norfolk County,2191.0,42.14430464412667,-70.96275483878574,1303980.0,3315.56,asthma,lebend,54
309,Niesha86,Medhurst46,7f352348-8525-e7b3-64dd-d782711122ba,1987-09-25 00:00:00.000000,2023-02-15 14:31:59.426314,999-94-3987,S99931701,X46403725X,Mrs.,,Hane680,M,white,nonhispanic,F,Boston  Massachusetts  US,806 Gleason Lodge,Shrewsbury,Massachusetts,Worcester County,,42.31536307781083,-71.67400827568176,839520.0,2513.12,asthma,lebend,36
310,Craig656,Rowe323,0298cb3e-8ec0-5b11-67c2-3af2601c2c39,1966-07-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-50-6993,S99911830,X57402759X,Mr.,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,732 Flatley Street Suite 24,Stockbridge,Massachusetts,Berkshire County,,42.33185278998639,-73.34370437870416,1310210.0,3473.04,asthma,lebend,57
311,Jaimie425,Hammes673,4165e990-395f-bec6-9ddf-97e5b37bf06f,1974-08-31 00:00:00.000000,2023-02-15 14:31:59.426314,999-58-1669,S99927572,X21079592X,Mrs.,,Douglas31,M,white,nonhispanic,F,Leominster  Massachusetts  US,394 Goldner Alley,Winthrop,Massachusetts,Suffolk County,2152.0,42.32596513156301,-71.04208896989108,1114080.0,2828.08,asthma,lebend,49
312,Celia938,Beer512,2070dc95-3154-1d59-aa83-117a9dd762f3,1972-02-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-88-5363,S99913400,X67431040X,Mrs.,,Stehr398,M,white,nonhispanic,F,Cambridge  Massachusetts  US,133 Trantow Byway Apt 33,Wrentham,Massachusetts,Norfolk County,,42.06134431377956,-71.30921906132683,148670.0,3117.24,asthma,lebend,51
313,Darrick836,Smith67,08ec6c78-b442-4e1c-6750-3d2ef45f9012,1936-04-25 00:00:00.000000,2023-02-15 14:31:59.426314,999-56-4379,S99950599,X89610432X,Mr.,,,S,white,nonhispanic,M,Boston  Massachusetts  US,249 Zemlak Stravenue Apt 10,Boxborough,Massachusetts,Middlesex County,,42.45761288070914,-71.49339978422071,1389520.0,5037.84,asthma,lebend,87
314,Antwan357,Hyatt152,016009d9-5cf6-239e-a59f-f09940251d1b,1986-03-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-38-1626,S99987622,X79510075X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,639 Kub Promenade Unit 61,Whately,Massachusetts,Franklin County,,42.47341444084453,-72.61269879280852,921140.0,2722.28,asthma,lebend,37
315,Rolland302,Wisoky380,09b63336-9df6-8908-7197-fac37cfe4589,1920-12-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-87-2689,S99923658,X27206699X,Mr.,,,M,white,hispanic,M,Fall River  Massachusetts  US,362 Hettinger Ferry Apt 77,Manchester-by-the-Sea,Massachusetts,Essex County,,42.60232478443067,-70.79334254230274,1593480.0,6915.24,asthma,lebend,103
316,Priscila9,Muller251,cb51a9f1-52c9-e2a3-ba59-470e668f09fa,1951-11-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-63-4343,S99912681,X80386981X,Ms.,,,S,white,nonhispanic,F,Acton  Massachusetts  US,732 Fahey Parade,Lee,Massachusetts,Berkshire County,1238.0,42.30019111295148,-73.20517430660935,1497580.0,4411.28,asthma,lebend,72
317,José María211,Estévez304,dece3403-4d85-338b-7ffc-603b96fffd92,1951-02-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-14-2328,S99943788,X69578269X,Mr.,,,M,white,hispanic,M,Buenos Aires  Ciudad de Buenos Aires  AR,414 Schulist Vale Suite 28,Springfield,Massachusetts,Hampden County,1020.0,42.10831251916742,-72.53881672694418,1733170.0,5200.44,asthma,lebend,72
318,Kittie678,Jacobson885,f2063e48-760d-d6e0-054a-e403874c460c,2020-02-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-60-5690,,,,,,,white,nonhispanic,F,Quincy  Massachusetts  US,811 McCullough Rest,Boston,Massachusetts,Suffolk County,2119.0,42.32565724257055,-71.2056249666009,2750.0,645.8,asthma,lebend,3
319,Maurice742,Hackett68,e8277132-8072-d5c2-63c1-757f378655ca,2004-01-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-67-8587,S99977018,,,,,,white,nonhispanic,F,Boston  Massachusetts  US,323 Hintz Promenade Unit 99,Boston,Massachusetts,Suffolk County,2125.0,42.26511135387084,-71.13975652937575,428880.0,2749.0,asthma,lebend,19
320,Lindsay928,Ortiz186,6f1c7eae-39e9-f964-ed62-312d0e3289fb,1987-03-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-80-5449,S99974625,X43053808X,Mr.,,,S,asian,hispanic,M,Concord  Massachusetts  US,511 Hand Frontage road,Needham,Massachusetts,Norfolk County,,42.31774875932061,-71.2473017560806,731025.0,2108.12,asthma,lebend,36
321,Keena534,Swift555,7d5e4141-4a5d-4c64-beca-b94f0b9b83ed,1956-12-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-10-9377,S99959989,X41955673X,Mrs.,,McLaughlin530,M,white,nonhispanic,F,Georgetown  Massachusetts  US,926 O'Keefe Gate Suite 98,Natick,Massachusetts,Middlesex County,,42.27466474572744,-71.38249001879322,1693945.0,4700.48,asthma,lebend,67
322,Jen355,Zulauf375,9a523648-5308-372e-b412-e338af95a2ca,2020-03-16 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-6644,,,,,,,white,nonhispanic,F,Randolph  Massachusetts  US,448 Gutmann Grove Suite 1,Methuen,Massachusetts,Essex County,1841.0,42.74926517310038,-71.14564352681407,21000.0,645.8,asthma,lebend,3
323,Emerson869,Quigley282,043cf08f-105c-ebe3-c33c-7fc8b9e1b5a7,1957-02-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-37-4406,S99925881,X23038834X,Mr.,,,S,white,nonhispanic,M,Mashpee  Massachusetts  US,214 Green Hollow Apt 43,Sheffield,Massachusetts,Berkshire County,,42.10080015302574,-73.38427573532316,1689545.0,4700.48,asthma,lebend,66
324,Ai120,Roob72,0fe1d084-68d6-bdc0-efb4-7b7d803d72fe,2005-04-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-36-5595,,,,,,,asian,nonhispanic,F,Wayland  Massachusetts  US,1020 Carroll Grove Suite 57,Shirley,Massachusetts,Middlesex County,,42.60683150165786,-71.68683445560956,376260.0,2839.84,asthma,lebend,18
325,Allen322,Greenfelder433,ea3e3d9b-9642-a463-ad85-71132b47751e,1967-04-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-20-2688,S99928796,X88223651X,Mrs.,,Oberbrunner298,M,black,nonhispanic,F,North Attleborough  Massachusetts  US,400 Gorczany Extension,Boston,Massachusetts,Suffolk County,2122.0,42.33738146355207,-71.03295111978687,1290275.0,4183.0,asthma,lebend,56
326,Renate369,Heidenreich818,5dfb2043-5d3a-5a9a-96cd-6bbfede9cec9,1970-05-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-57-1263,S99935504,X55645504X,Mrs.,,Block661,M,white,nonhispanic,F,Braintree  Massachusetts  US,625 Shields Byway Suite 96,Wakefield,Massachusetts,Middlesex County,1940.0,42.51058694638588,-71.085752194178,5166.4,0.0,asthma,lebend,53
327,Bernice532,Hane680,6920a5c0-3829-eb6e-bcae-412fd23091d6,2003-08-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-15-2809,S99958043,,,,,,white,nonhispanic,F,Worcester  Massachusetts  US,519 Parker Bypass Suite 21,Agawam,Massachusetts,Hampden County,1001.0,42.05846823181961,-72.63865615420603,376875.0,2683.16,asthma,lebend,20
328,Louis204,Corkery305,f02aa404-632c-8ab5-259a-2eac977d4b08,1969-01-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-11-2929,S99987922,X45064397X,Mr.,,,M,white,nonhispanic,M,Charlton  Massachusetts  US,614 Graham Rapid,Boston,Massachusetts,Suffolk County,2124.0,42.352531394954745,-70.99650666552216,5295.56,0.0,asthma,lebend,54
329,Flossie205,Koss676,17258dfb-237b-9d8d-7126-f17a09093612,1936-09-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-64-8190,S99995037,X76613714X,Mrs.,,Herzog843,M,white,nonhispanic,F,Boston  Massachusetts  US,512 Homenick Track Apt 78,Blackstone,Massachusetts,Worcester County,,42.03837671864527,-71.52300659140555,1623420.0,5758.679999999999,asthma,lebend,87
330,Maxima831,Bergnaum523,d892abf5-7115-b0fe-3c10-415fcbeea227,2009-09-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-13-4538,,,,,,,white,nonhispanic,F,Wrocław  Lower Silesian  PL,433 Farrell Mill Suite 60,Lowell,Massachusetts,Middlesex County,1851.0,42.6553898263363,-71.31296893499835,258400.0,2583.2,asthma,lebend,14
331,Neal874,Schulist381,d7c717c8-2bb9-00b0-345b-fa3d80b9e292,1998-10-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-14-3994,S99942899,X36342216X,Mr.,,,,white,nonhispanic,M,Boston  Massachusetts  US,161 Kreiger Lock,Lowell,Massachusetts,Middlesex County,1850.0,42.5993560246324,-71.32076247837054,455180.0,2336.48,asthma,lebend,25
332,Robert854,Cronin387,256e4aa8-3e74-61d5-a8b1-b832f3d1dc0f,1952-03-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-75-1004,S99971569,X16791278X,Mr.,,,M,white,nonhispanic,M,Dalton  Massachusetts  US,620 Zemlak Viaduct,Tyngsborough,Massachusetts,Middlesex County,,42.627418046065074,-71.4489799966035,1576045.0,4696.28,asthma,lebend,71
333,Andrea7,Rodarte647,46f994f2-164a-8da8-4fd5-1be88dc2ac72,2000-03-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-25-9255,S99912064,X88152596X,Ms.,,,,white,hispanic,F,Santo Domingo  National District  DO,438 Paucek Meadow Suite 26,Westborough,Massachusetts,Worcester County,1581.0,42.26632339738588,-71.63525593199911,451050.0,2566.48,asthma,lebend,23
334,Collen405,Price929,e78626c2-d065-814a-b502-ab75305fd478,1995-11-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-18-6321,S99915399,X23157862X,Ms.,,,,black,nonhispanic,F,Holyoke  Massachusetts  US,1055 Rolfson View Unit 55,Boston,Massachusetts,Suffolk County,2132.0,42.28888881653721,-71.06313992569794,26820.68,324.9599999999999,asthma,lebend,28
335,Mikel238,Legros616,74844878-22ff-9e85-baab-ee52098b8389,2005-07-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-89-1404,,,,,,,white,nonhispanic,M,Somerville  Massachusetts  US,1054 Wisozk View Apt 2,Franklin,Massachusetts,Norfolk County,,42.07351092283553,-71.4559719117254,316440.0,2859.84,asthma,lebend,18
336,Misha8,Fadel536,5cf7b78d-f734-b09c-4d7d-66eba425b1c7,1998-12-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-76-3722,S99987244,X17261894X,Ms.,,,,white,nonhispanic,F,Amesbury  Massachusetts  US,400 Hamill Dam Unit 20,Burlington,Massachusetts,Middlesex County,1730.0,42.47029524146279,-71.3175395234255,583880.0,2736.48,asthma,lebend,25
337,Timmy68,Kohler843,4aa4048a-79b4-6b88-f3af-3d98bd6d41f3,1947-04-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-99-1594,S99912096,X57553459X,Mr.,,,M,asian,nonhispanic,M,Everett  Massachusetts  US,667 Daugherty Drive,Gardner,Massachusetts,Worcester County,1440.0,42.60703052288444,-72.02226829845763,1511610.0,4777.08,asthma,lebend,76
338,Lyman173,Gleason633,1f8b7fbf-3577-a9d6-c85f-ab45890602e3,2011-05-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-35-5414,,,,,,,white,nonhispanic,M,Springfield  Massachusetts  US,1074 Waters Rapid Unit 54,Leicester,Massachusetts,Worcester County,,42.22863929476189,-71.86265627209126,29000.0,2324.88,asthma,lebend,12
339,Frank378,Stamm704,30f4e906-fde3-2b74-6640-b2ceef1d1598,1968-11-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-17-9411,S99981942,X56897257X,Mr.,,,S,white,nonhispanic,M,Danvers  Massachusetts  US,461 Stamm Highlands,Whitman,Massachusetts,Plymouth County,,42.10854386954684,-70.93059410270682,1316580.0,3315.56,asthma,lebend,55
340,Keisha459,Reynolds644,cedd9bad-c370-39dc-b680-5f32ba149cc3,1997-05-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-58-3438,S99957737,X68989532X,Ms.,,,,white,nonhispanic,F,Lynn  Massachusetts  US,843 D'Amore Mews Suite 49,Brockton,Massachusetts,Plymouth County,2301.0,42.12714048617377,-71.01925671702664,72020.0,2725.64,asthma,lebend,26
341,Petra678,Kihn564,dd28d538-bd06-1312-05f4-30d052eddee5,2014-10-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-9102,,,,,,,white,hispanic,F,Woburn  Massachusetts  US,231 Dibbert Loaf,Springfield,Massachusetts,Hampden County,1199.0,42.11012159281125,-72.54209960484644,18500.0,1937.4,asthma,lebend,9
342,Laticia649,Gislason620,bc5b2db5-8389-d2bd-f63d-d8b3c4dd3951,2013-11-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-2002,,,,,,,asian,nonhispanic,F,Nagoya   Aichi  JP,858 Langworth Key,Somerville,Massachusetts,Middlesex County,2140.0,42.41978895700768,-71.11953054400409,189200.0,2066.56,asthma,lebend,10
343,Lorenzo669,Ledner144,860432fa-6e21-5802-81b2-b3e50bc7730d,1969-03-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-67-4540,S99968122,X57211204X,Mr.,,,M,white,nonhispanic,M,Dracut  Massachusetts  US,534 Johnston Viaduct,Amherst,Massachusetts,Hampshire County,,42.3695809886441,-72.55327177880986,1067091.75,2704.72,asthma,lebend,54
344,Lorilee250,Brown30,7b5d52c0-5fe5-cc6e-09e8-addbc72abf8f,2018-02-25 00:00:00.000000,2023-02-15 14:31:59.426314,999-54-8206,,,,,,,white,nonhispanic,F,Woburn  Massachusetts  US,475 Kshlerin Neck,Chelmsford,Massachusetts,Middlesex County,,42.56636878752456,-71.32367421661046,57877.49,1291.6,asthma,lebend,5
345,Boyce638,Zemlak964,ab044646-ca71-3c66-9fa2-08cacb9baf61,1962-06-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-7407,S99968426,X29788658X,Mr.,,,M,white,nonhispanic,M,Fall River  Massachusetts  US,1024 Dietrich Harbor,Brookline,Massachusetts,Norfolk County,2215.0,42.28341809365365,-71.14297402422982,1408340.0,3859.68,asthma,lebend,61
346,Willard975,D'Amore443,dcd371c2-9b53-515c-85e4-aa87da429b8f,1986-12-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-92-6738,S99938656,X83267514X,Mr.,,,M,white,hispanic,M,Boston  Massachusetts  US,188 Wolf Track,Springfield,Massachusetts,Hampden County,1106.0,42.07822431064981,-72.5799753393542,28217.4,1415.72,asthma,lebend,37
347,Fallon874,Schimmel440,2245989c-02a5-939a-97aa-b637fb9d7fc5,1996-09-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-22-5600,S99913044,X83315412X,Ms.,,,,white,nonhispanic,F,Fall River  Massachusetts  US,218 Kessler Rue Apt 54,Spencer,Massachusetts,Worcester County,1562.0,42.202729778051314,-72.03086097839692,497840.0,2305.64,asthma,lebend,27
348,Karry11,Hermiston71,a23399a7-2d6c-2c69-766e-9d1b39c99a3b,1947-12-28 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-2082,S99998130,X28946030X,Ms.,,,S,white,nonhispanic,F,Newburyport  Massachusetts  US,464 Dickens Drive,Weymouth,Massachusetts,Norfolk County,2191.0,42.16164898762911,-70.9702288190197,1587055.0,4952.92,asthma,lebend,76
349,Cris921,Lowe577,12659d38-d8f5-8780-e9bb-00ac56112d4c,1942-03-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-48-3366,S99986682,X51791096X,Mrs.,,Hartmann983,M,black,nonhispanic,F,Lowell  Massachusetts  US,680 Wunsch Walk,Sterling,Massachusetts,Worcester County,,42.40919388297642,-71.7412089322243,1762365.0,5867.88,asthma,lebend,81
350,Janett802,Gislason620,3a174ae3-65fa-b067-09e2-3b5c761a0876,1986-10-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-56-5011,S99980510,X21759823X,Mrs.,,Raynor401,M,white,nonhispanic,F,Burlington  Massachusetts  US,103 Volkman Harbor,Hopkinton,Massachusetts,Middlesex County,,42.22181237909148,-71.58820257986551,905740.0,2593.12,asthma,lebend,37
351,Nancee600,Weissnat378,eeae6601-2ebe-df3f-8991-d0203a025a72,2001-06-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-22-5341,S99916276,,Ms.,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,1015 Denesik Union,Boston,Massachusetts,Suffolk County,2163.0,42.29781338118687,-71.1246327406153,423975.0,2641.48,asthma,lebend,22
